historical	0.9995244459589626
stole	0.9985654286762542
lion	0.9972051456945086
sulea	0.9971823187100555
strategy	0.9970794515182737
impressively	0.9964197579258555
vegetarian	0.9960625456322965
fig	0.9957496356255591
rid	0.9956200993564092
conversion	0.9955325861214153
machinery	0.9955187960467342
stays	0.9952474815665918
modifier	0.9947660338775189
grounding	0.994567987467141
wan	0.9942650002695922
conciseness	0.9938191157474371
subjective	0.9938022645838561
catch	0.9937165891279397
benefit	0.9935943878810904
reparation	0.9935347685200338
fetch	0.9931483738315481
eventually	0.9930811677580729
moon	0.9927359535460211
scandal	0.992722157094096
truncate	0.992595976725436
composition	0.9925409065795864
golden	0.9922452504246453
global	0.9917028440901661
progressively	0.9915778687240902
touch	0.9914770912289693
approximate	0.9914027087605168
si	0.9911183044659069
park	0.9911095037844924
train	0.9908372556123886
cook	0.9908331668096699
observation	0.9903070714663355
objective	0.9902971299104413
joint	0.9902421260636052
denotation	0.9901911642873998
overhead	0.9899373126493389
construct	0.9898318456333552
rect	0.9898028303995746
syntactic	0.9895754090107951
niche	0.9895199786515935
dag	0.9893743166912686
compile	0.9893717220330943
effectiveness	0.9891024945745525
grammatically	0.9888168341228663
reasonably	0.9881769152694271
international	0.9878902342881072
friend	0.9874808338158586
redefine	0.9873753753329154
conduct	0.9870891087950665
moist	0.986526093130032
really	0.9862119172611415
thereafter	0.9858905954385669
jump	0.9858136974794367
invariant	0.9856459279391769
expose	0.9855994482796252
gen	0.9848658233318589
capable	0.984845745302061
incompleteness	0.9846398520317168
captain	0.9846348179557938
realm	0.9845551255720061
susceptible	0.9843458466658784
imminent	0.9842702197832984
iteration	0.9841256589986538
accordingly	0.9836601812971054
bidirectional	0.9835951736377053
oath	0.983226774466762
latter	0.9829169840159172
da	0.9825800796854262
stupid	0.982479414160465
brevity	0.9820807556051053
music	0.9819289846612893
blacken	0.9819022016913693
nonetheless	0.9816068407337535
absence	0.9815463138877364
prediction	0.9811587752453196
clay	0.9809450227257582
ow	0.9803531611930065
anonymous	0.9803462056488543
hinder	0.9800731131962134
start	0.9800256536203266
proceeds	0.980021974159923
indexed	0.979819149390456
purpose	0.9795899064741529
disallow	0.9794597227704398
inevitably	0.9790105746904427
adequate	0.9789898463695378
perturbation	0.9789188512326333
predominantly	0.9786400078982811
match	0.9786253930704075
home	0.9783321432146765
backward	0.9781703779812387
chemistry	0.9781069094441162
create	0.9780370999159916
classifier	0.9777286762184068
bridging	0.9777029172720616
greedily	0.9775055863801964
constructive	0.9772949364558539
try	0.9767184656932996
arrive	0.976649185934015
congratulatory	0.9760789730970241
nominee	0.9760520980663324
card	0.9758648821871143
handful	0.975836394905873
behave	0.97557148652183
structured	0.9748913689552501
experimental	0.9748301833832719
constituent	0.9747261781263786
faster	0.9741748690319928
wa	0.9739527734148855
embrace	0.973611441877448
rotate	0.9735180762594652
retain	0.9735058680224384
evolve	0.9734968895834585
carried	0.9734596814460221
dimension	0.9728316598737963
sketch	0.9727926298586433
undesirably	0.9725994396506057
cold	0.9725092180916189
notebook	0.972418175942322
answer	0.9722332244688715
lead	0.9722124365333369
york	0.9718250729308066
complementary	0.9706835035637342
malicious	0.970466165280212
duration	0.970260617070375
degenerate	0.9701807958025597
sizes	0.9696898155917811
largely	0.9696523237184879
deploy	0.9695414652926705
allocation	0.9695179505733768
hatred	0.9694277519842525
uniformly	0.9688593285197721
monthly	0.9688564496645518
drawn	0.9683467756025924
reg	0.967795645859255
